x,y,value
21,3,front-page
21,4,local
21,5,misc
21,6,local
21,7,front-page
21,8,local
21,9,sports
22,0,misc
22,1,front-page
22,2,news
22,3,front-page
22,4,misc
22,5,front-page
22,6,misc
22,7,front-page
22,8,news
22,9,front-page
22,10,local
22,11,front-page
22,12,business
22,13,front-page
22,14,local
22,15,front-page
22,16,misc
22,17,front-page
22,18,health
23,0,misc
23,1,local
23,2,misc
23,3,local
23,4,on-air
23,5,local
23,6,weather
23,7,misc
23,8,local
23,9,summary
23,10,local
23,11,weather
23,12,local
24,0,misc
24,1,local
24,2,news
24,3,local
24,4,misc
24,5,local
24,6,misc
24,7,local
24,8,news
25,0,misc
25,1,front-page
25,2,living
25,3,summary
25,4,front-page
25,5,news
25,6,front-page
25,7,news
25,8,front-page
25,9,opinion
26,0,misc
26,1,front-page
26,2,business
26,3,news
26,4,front-page
26,5,news
26,6,business
26,7,front-page
26,8,business
26,9,weather
26,10,misc
26,11,local
27,0,misc
27,1,front-page
27,2,living
27,3,front-page
27,4,health
27,5,front-page
27,6,news
27,7,front-page
27,8,on-air
28,0,misc
28,1,front-page
28,2,local
28,3,health
28,4,misc
28,5,local
28,6,health
28,7,news
28,8,local
28,9,news
28,10,weather
28,11,on-air
28,12,front-page
28,13,misc
28,14,local
28,15,misc
28,16,local
28,17,misc
28,18,local
28,19,news
28,20,on-air
28,21,misc
28,22,on-air
28,23,misc
28,24,on-air
28,25,weather
28,26,news
28,27,weather
28,28,on-air
28,29,misc
28,30,on-air
29,0,misc
29,1,local
29,2,misc
29,3,local
29,4,news
29,5,local
29,6,on-air
29,7,misc
29,8,local
30,0,misc
30,1,local
30,2,news
30,3,on-air
30,4,local
30,5,news
30,6,local
30,7,news
30,8,misc
30,9,news
30,10,local
30,11,news
30,12,sports
31,0,misc
31,1,local
31,2,misc
31,3,local
31,4,misc
31,5,local
31,6,misc
31,7,local
31,8,misc
31,9,local
31,10,misc
31,11,local
32,0,misc
32,1,local
32,2,misc
32,3,local
32,4,sports
32,5,news
32,6,local
32,7,sports
32,8,misc
32,9,sports
32,10,misc
32,11,sports
32,12,misc
32,13,sports
32,14,weather
32,15,misc
32,16,local
33,0,misc
33,1,local
33,2,misc
33,3,local
33,4,misc
33,5,local
33,6,misc
33,7,local
33,8,misc
33,9,local
34,0,misc
34,1,local
34,2,misc
34,3,local
34,4,tech
34,5,on-air
34,6,health
34,7,on-air
34,8,health
34,9,news
34,10,health
34,11,misc
34,12,front-page
34,13,health
34,14,tech
35,0,misc
35,1,front-page
35,2,travel
35,3,living
35,4,travel
35,5,front-page
35,6,news
35,7,misc
35,8,front-page
35,9,news
35,10,misc
35,11,front-page
35,12,news
35,13,front-page
35,14,business
35,15,misc
35,16,front-page
35,17,misc
35,18,front-page
35,19,tech
35,20,misc
35,21,front-page
36,0,misc
36,1,front-page
36,2,misc
36,3,front-page
36,4,business
36,5,news
36,6,front-page
36,7,misc
36,8,front-page
36,9,misc
36,10,front-page
37,0,misc
37,1,front-page
37,2,local
37,3,misc
37,4,front-page
37,5,local
37,6,front-page
37,7,misc
37,8,front-page
37,9,local
37,10,front-page
38,0,misc
38,1,local
38,2,misc
38,3,local
38,4,misc
38,5,local
38,6,news
38,7,weather
38,8,misc
38,9,local
38,10,misc
38,11,local
38,12,misc
38,13,local
38,14,misc
38,15,local
39,0,misc
39,1,msn-sports
39,2,sports
39,3,msn-sports
39,4,on-air
39,5,msn-news
39,6,misc
39,7,msn-news
39,8,local
39,9,msn-news
40,0,misc
40,1,local
40,2,misc
40,3,local
40,4,misc
40,5,local
40,6,misc
40,7,local
40,8,misc
40,9,local
40,10,misc
40,11,local
40,12,on-air
40,13,local
41,0,misc
41,1,local
41,2,front-page
41,3,news
41,4,front-page
41,5,local
41,6,front-page
41,7,local
41,8,front-page
41,9,misc
41,10,local
41,11,front-page
41,12,local
41,13,front-page
42,0,misc
42,1,front-page
42,2,misc
42,3,front-page
42,4,misc
42,5,front-page
42,6,business
42,7,front-page
42,8,business
42,9,front-page
42,10,misc
42,11,front-page
42,12,news
42,13,front-page
42,14,news
42,15,sports
42,16,news
42,17,front-page
42,18,business
42,19,front-page
42,20,business
42,21,misc
42,22,business
42,23,front-page
42,24,business
42,25,front-page
43,0,misc
43,1,msn-sports
43,2,sports
43,3,msn-sports
43,4,sports
43,5,tech
43,6,msn-news
43,7,sports
43,8,on-air
43,9,misc
43,10,on-air
43,11,misc
43,12,on-air
44,0,misc
44,1,local
44,2,front-page
44,3,misc
44,4,local
44,5,misc
44,6,local
44,7,misc
44,8,local
44,9,misc
44,10,local
44,11,misc
44,12,local
44,13,misc
45,0,misc
45,1,local
45,2,misc
45,3,local
45,4,tech
45,5,health
45,6,news
45,7,health
45,8,front-page
45,9,on-air
45,10,misc
45,11,on-air
46,0,misc
46,1,front-page
46,2,business
46,3,misc
46,4,front-page
46,5,business
46,6,misc
46,7,front-page
46,8,sports
46,9,front-page
46,10,living
46,11,front-page
46,12,news
46,13,sports
46,14,front-page
46,15,sports
46,16,front-page
47,0,misc
47,1,tech
47,2,misc
47,3,news
47,4,misc
47,5,news
47,6,sports
47,7,misc
47,8,health
47,9,misc
47,10,health
47,11,living
47,12,tech
47,13,misc
47,14,sports
48,0,misc
48,1,local
48,2,sports
48,3,local
48,4,misc
48,5,local
48,6,misc
48,7,local
48,8,on-air
48,9,misc
48,10,on-air
48,11,misc
48,12,on-air
48,13,misc
48,14,on-air
49,0,misc
49,1,msn-news
49,2,front-page
49,3,misc
49,4,front-page
49,5,misc
49,6,sports
49,7,tech
49,8,msn-sports
49,9,misc
49,10,sports
49,11,msn-sports
50,0,misc
50,1,msn-sports
50,2,sports
50,3,msn-sports
50,4,sports
50,5,msn-sports
50,6,front-page
50,7,msn-sports
50,8,misc
50,9,local
50,10,msn-sports
50,11,sports
50,12,msn-news
50,13,misc
50,14,msn-news
50,15,on-air
50,16,misc
50,17,local
50,18,misc
50,19,local
50,20,sports
50,21,front-page
50,22,sports
50,23,front-page
51,0,misc
51,1,on-air
51,2,misc
51,3,on-air
51,4,misc
51,5,summary
51,6,misc
51,7,on-air
51,8,misc
51,9,on-air
51,10,misc
52,0,misc
52,1,front-page
52,2,misc
52,3,front-page
52,4,misc
52,5,weather
52,6,misc
52,7,news
52,8,weather
53,0,misc
53,1,local
53,2,misc
53,3,local
53,4,misc
53,5,local
53,6,news
53,7,local
53,8,misc
54,0,misc
54,1,local
54,2,misc
54,3,front-page
54,4,local
54,5,news
54,6,front-page
54,7,misc
54,8,front-page
54,9,local
54,10,front-page
54,11,news
54,12,misc
54,13,local
55,0,misc
55,1,msn-sports
55,2,front-page
55,3,sports
55,4,front-page
55,5,news
55,6,front-page
55,7,news
55,8,living
55,9,front-page
55,10,on-air
56,0,misc
56,1,front-page
56,2,misc
56,3,front-page
56,4,business
56,5,front-page
56,6,news
56,7,sports
56,8,front-page
57,0,misc
57,1,front-page
57,2,misc
57,3,front-page
57,4,on-air
57,5,health
57,6,tech
57,7,misc
57,8,on-air
57,9,misc
57,10,health
57,11,misc
57,12,on-air
57,13,misc
57,14,front-page
57,15,summary
57,16,on-air
57,17,health
58,0,misc
58,1,local
58,2,health
58,3,news
58,4,misc
58,5,local
58,6,health
58,7,local
58,8,misc
58,9,local
58,10,misc
58,11,local
59,0,misc
59,1,on-air
59,2,misc
59,3,on-air
59,4,misc
59,5,on-air
59,6,misc
59,7,summary
59,8,misc
59,9,on-air
59,10,misc
60,0,misc
60,1,local
60,2,misc
60,3,local
60,4,on-air
60,5,misc
60,6,on-air
60,7,misc
60,8,on-air
61,0,misc
61,1,on-air
61,2,misc
61,3,on-air
61,4,msn-news
61,5,local
61,6,tech
61,7,news
61,8,misc
61,9,local
61,10,misc
61,11,local
62,0,misc
62,1,on-air
62,2,misc
62,3,on-air
62,4,misc
62,5,on-air
62,6,misc
62,7,on-air
62,8,misc
62,9,on-air
62,10,misc
63,0,misc
63,1,on-air
63,2,misc
63,3,on-air
63,4,misc
63,5,on-air
63,6,summary
63,7,opinion
63,8,summary
63,9,opinion
64,0,misc
64,1,local
64,2,health
64,3,local
64,4,misc
64,5,local
64,6,misc
64,7,local
64,8,misc
64,9,local
65,0,misc
65,1,msn-news
65,2,misc
65,3,front-page
65,4,misc
65,5,front-page
65,6,misc
65,7,msn-news
65,8,local
65,9,weather
65,10,health
66,0,misc
66,1,on-air
66,2,misc
66,3,on-air
66,4,misc
66,5,on-air
66,6,misc
66,7,on-air
66,8,news
67,0,misc
67,1,msn-news
67,2,front-page
67,3,misc
67,4,front-page
67,5,misc
67,6,local
67,7,misc
67,8,local
67,9,front-page
68,0,misc
68,1,front-page
68,2,on-air
68,3,misc
68,4,health
68,5,front-page
68,6,on-air
68,7,misc
68,8,on-air
68,9,misc
68,10,local
69,0,misc
69,1,front-page
69,2,misc
69,3,front-page
69,4,news
69,5,front-page
69,6,misc
69,7,front-page
69,8,misc
69,9,front-page
70,0,misc
70,1,front-page
70,2,on-air
70,3,misc
70,4,msn-news
70,5,front-page
70,6,news
70,7,front-page
70,8,on-air
70,9,misc
70,10,on-air
70,11,msn-news
70,12,front-page
70,13,misc
71,0,misc
71,1,local
71,2,misc
71,3,local
71,4,health
71,5,misc
71,6,local
71,7,tech
71,8,opinion
71,9,weather
71,10,opinion
71,11,weather
71,12,opinion
71,13,weather
72,0,misc
72,1,msn-news
72,2,front-page
72,3,living
72,4,msn-news
72,5,front-page
72,6,msn-news
72,7,front-page
72,8,msn-news
72,9,front-page
73,0,misc
73,1,local
73,2,misc
73,3,local
73,4,business
73,5,local
73,6,misc
73,7,local
73,8,misc
73,9,local
73,10,misc
73,11,local
73,12,misc
74,0,misc
74,1,local
74,2,misc
74,3,local
74,4,misc
74,5,local
74,6,misc
74,7,local
74,8,misc
75,0,misc
75,1,front-page
75,2,local
75,3,front-page
75,4,misc
75,5,front-page
75,6,news
75,7,front-page
75,8,local
75,9,opinion
75,10,front-page
75,11,misc
75,12,local
75,13,front-page
75,14,business
76,0,misc
76,1,msn-news
76,2,misc
76,3,front-page
76,4,misc
76,5,front-page
76,6,misc
76,7,news
76,8,misc
76,9,front-page
76,10,misc
76,11,on-air
76,12,front-page
77,0,misc
77,1,local
77,2,front-page
77,3,news
77,4,living
77,5,news
77,6,front-page
77,7,local
77,8,misc
77,9,local
77,10,misc
77,11,local
78,0,misc
78,1,front-page
78,2,summary
78,3,living
78,4,summary
78,5,front-page
78,6,misc
78,7,front-page
78,8,misc
78,9,local
79,0,misc
79,1,msn-news
79,2,misc
79,3,local
79,4,misc
79,5,local
79,6,misc
79,7,local
79,8,on-air
79,9,misc
79,10,on-air
79,11,local
79,12,news
79,13,local
79,14,msn-news
80,0,misc
80,1,local
80,2,misc
80,3,local
80,4,weather
80,5,local
80,6,misc
80,7,local
80,8,news
80,9,misc
80,10,local
80,11,tech
80,12,front-page
80,13,news
80,14,summary
80,15,health
80,16,news
80,17,business
80,18,news
81,0,misc
81,1,front-page
81,2,local
81,3,misc
81,4,local
81,5,front-page
81,6,living
81,7,opinion
81,8,on-air
81,9,misc
81,10,on-air
81,11,misc
81,12,on-air
81,13,front-page
81,14,news
81,15,front-page
81,16,business
81,17,front-page
81,18,opinion
82,0,misc
82,1,on-air
82,2,misc
82,3,on-air
82,4,misc
82,5,on-air
82,6,misc
82,7,summary
82,8,misc
82,9,on-air
82,10,summary
82,11,misc
82,12,summary
82,13,misc
82,14,on-air
82,15,misc
83,0,misc
83,1,front-page
83,2,misc
83,3,local
83,4,misc
83,5,local
83,6,sports
83,7,front-page
83,8,opinion
83,9,front-page
83,10,opinion
83,11,front-page
83,12,opinion
83,13,front-page
83,14,opinion
83,15,front-page
83,16,msn-news
84,0,misc
84,1,living
84,2,front-page
84,3,misc
84,4,front-page
84,5,news
84,6,on-air
84,7,misc
84,8,front-page
84,9,news
84,10,on-air
84,11,news
85,0,misc
85,1,local
85,2,misc
85,3,local
85,4,misc
85,5,local
85,6,misc
85,7,local
85,8,misc
85,9,local
86,0,misc
86,1,front-page
86,2,misc
86,3,front-page
86,4,misc
86,5,local
86,6,misc
86,7,front-page
86,8,misc
86,9,front-page
87,0,misc
87,1,local
87,2,misc
87,3,local
87,4,misc
87,5,local
87,6,news
87,7,misc
87,8,on-air
87,9,local
87,10,weather
88,0,misc
88,1,local
88,2,summary
88,3,local
88,4,misc
88,5,local
88,6,misc
88,7,local
88,8,misc
88,9,local
89,0,misc
89,1,local
89,2,misc
89,3,local
89,4,misc
89,5,local
89,6,misc
89,7,local
89,8,sports
90,0,misc
90,1,front-page
90,2,misc
90,3,front-page
90,4,misc
90,5,front-page
90,6,misc
90,7,front-page
90,8,misc
90,9,front-page
90,10,misc
90,11,front-page
90,12,misc
90,13,front-page
90,14,local
90,15,on-air
90,16,local
91,0,misc
91,1,local
91,2,misc
91,3,local
91,4,misc
91,5,local
91,6,misc
91,7,local
91,8,misc
91,9,local
91,10,misc
91,11,local
91,12,misc
91,13,local
91,14,misc
91,15,local
91,16,misc
91,17,local
91,18,misc
91,19,local
91,20,misc
91,21,local
91,22,misc
91,23,local
91,24,misc
91,25,local
91,26,misc
91,27,local
91,28,misc
91,29,local
91,30,misc
91,31,local
91,32,misc
91,33,local
91,34,misc
91,35,local
91,36,misc
91,37,local
91,38,misc
91,39,local
91,40,misc
91,41,local
91,42,misc
91,43,local
91,44,misc
91,45,local
91,46,misc
91,47,local
92,0,misc
92,1,local
92,2,front-page
92,3,local
92,4,news
92,5,front-page
92,6,misc
92,7,news
92,8,misc
92,9,local
92,10,misc
92,11,local
92,12,news
92,13,misc
92,14,local
93,0,misc
93,1,local
93,2,misc
93,3,local
93,4,misc
93,5,local
93,6,misc
93,7,local
93,8,news
93,9,weather
94,0,misc
94,1,msn-news
94,2,front-page
94,3,misc
94,4,front-page
94,5,misc
94,6,front-page
94,7,misc
94,8,front-page
94,9,msn-news
94,10,front-page
95,0,misc
95,1,front-page
95,2,misc
95,3,front-page
95,4,tech
95,5,health
95,6,tech
95,7,news
95,8,opinion
95,9,on-air
95,10,opinion
95,11,news
95,12,tech
95,13,news
95,14,health
95,15,news
95,16,business
95,17,news
95,18,living
95,19,news
95,20,on-air
95,21,news
95,22,living
95,23,travel
95,24,news
95,25,health
95,26,news
95,27,health
95,28,news
95,29,business
95,30,misc
95,31,local
95,32,misc
95,33,local
96,0,misc
96,1,local
96,2,misc
96,3,health
96,4,news
96,5,local
96,6,misc
96,7,local
96,8,misc
96,9,local
97,0,misc
97,1,on-air
97,2,summary
97,3,health
97,4,summary
97,5,on-air
97,6,summary
97,7,living
97,8,summary
97,9,opinion
97,10,summary
97,11,weather
97,12,on-air
97,13,weather
97,14,misc
97,15,local
97,16,misc
97,17,local
98,0,misc
98,1,local
98,2,misc
98,3,local
98,4,living
98,5,travel
98,6,living
98,7,opinion
98,8,on-air
98,9,opinion
99,0,misc
99,1,local
99,2,misc
99,3,local
99,4,misc
99,5,local
99,6,misc
99,7,news
99,8,living
99,9,news
99,10,local
99,11,news
99,12,living
100,0,misc
100,1,weather
100,2,local
100,3,weather
100,4,local
100,5,weather
100,6,misc
100,7,local
100,8,weather
101,0,misc
101,1,local
101,2,misc
101,3,local
101,4,misc
101,5,local
101,6,misc
101,7,local
101,8,living
101,9,travel
101,10,living
101,11,on-air
102,0,misc
102,1,local
102,2,misc
102,3,news
102,4,local
102,5,misc
102,6,local
102,7,news
102,8,local
102,9,front-page
102,10,news
102,11,front-page
102,12,news
102,13,local
102,14,front-page
102,15,tech
102,16,news
102,17,tech
102,18,news
103,0,misc
103,1,on-air
103,2,misc
103,3,on-air
103,4,misc
103,5,on-air
103,6,local
103,7,on-air
103,8,local
103,9,on-air
103,10,local
104,0,misc
104,1,front-page
104,2,misc
104,3,front-page
104,4,misc
104,5,weather
104,6,front-page
104,7,news
104,8,business
104,9,news
104,10,business
104,11,front-page
104,12,on-air
105,0,misc
105,1,local
105,2,misc
105,3,local
105,4,health
105,5,misc
105,6,local
105,7,tech
105,8,local
105,9,misc
105,10,news
105,11,local
105,12,tech
106,0,misc
106,1,front-page
106,2,living
106,3,front-page
106,4,business
106,5,news
106,6,front-page
106,7,business
106,8,front-page
107,0,misc
107,1,on-air
107,2,misc
107,3,local
107,4,on-air
107,5,misc
107,6,local
107,7,news
107,8,sports
107,9,news
107,10,on-air
107,11,news
108,0,misc
108,1,front-page
108,2,misc
108,3,front-page
108,4,misc
108,5,local
108,6,on-air
108,7,news
108,8,misc
108,9,local
108,10,on-air
108,11,summary
108,12,misc
108,13,local
108,14,news
109,0,misc
109,1,local
109,2,misc
109,3,local
109,4,misc
109,5,local
109,6,misc
109,7,local
109,8,on-air
110,0,misc
110,1,weather
110,2,news
110,3,business
110,4,sports
110,5,weather
110,6,sports
110,7,health
110,8,tech
110,9,living
110,10,weather
110,11,on-air
110,12,weather
110,13,msn-news
110,14,misc
110,15,msn-sports
111,0,misc
111,1,msn-news
111,2,misc
111,3,msn-sports
111,4,front-page
111,5,sports
111,6,front-page
111,7,sports
111,8,front-page
111,9,misc
111,10,sports
111,11,news
111,12,sports
112,0,misc
112,1,front-page
112,2,misc
112,3,front-page
112,4,misc
112,5,sports
112,6,front-page
112,7,on-air
112,8,front-page
113,0,misc
113,1,on-air
113,2,misc
113,3,local
113,4,msn-news
113,5,misc
113,6,msn-news
113,7,misc
113,8,front-page
113,9,news
114,0,misc
114,1,local
114,2,front-page
114,3,news
114,4,misc
114,5,local
114,6,front-page
114,7,living
114,8,sports
114,9,living
114,10,news
114,11,misc
114,12,front-page
114,13,living
114,14,misc
114,15,sports
114,16,misc
114,17,front-page
114,18,living
114,19,front-page
114,20,business
114,21,living
114,22,news
114,23,living
114,24,business
114,25,misc
114,26,front-page
114,27,business
114,28,misc
114,29,living
114,30,business
114,31,misc
114,32,front-page
115,0,misc
115,1,front-page
115,2,local
115,3,front-page
115,4,health
115,5,front-page
115,6,misc
115,7,local
115,8,front-page
115,9,misc
115,10,front-page
115,11,misc
115,12,front-page
115,13,misc
115,14,front-page
115,15,misc
115,16,front-page
115,17,misc
115,18,front-page
115,19,on-air
115,20,front-page
115,21,misc
115,22,front-page
115,23,misc
115,24,front-page
115,25,misc
115,26,local
115,27,front-page
116,0,misc
116,1,local
116,2,misc
116,3,local
116,4,misc
116,5,local
116,6,front-page
116,7,on-air
116,8,misc
116,9,local
117,0,misc
117,1,front-page
117,2,misc
117,3,front-page
117,4,business
117,5,local
117,6,misc
117,7,local
117,8,news
117,9,local
117,10,front-page
117,11,news
118,0,misc
118,1,front-page
118,2,travel
118,3,misc
118,4,front-page
118,5,sports
118,6,front-page
118,7,tech
118,8,front-page
118,9,health
118,10,front-page
118,11,sports
118,12,front-page
118,13,news
118,14,front-page
118,15,news
118,16,front-page
118,17,news
118,18,front-page
118,19,news
118,20,front-page
118,21,news
119,0,misc
119,1,local
119,2,news
119,3,local
119,4,weather
119,5,local
119,6,weather
119,7,local
119,8,weather
119,9,misc
120,0,misc
120,1,local
120,2,misc
120,3,local
120,4,business
120,5,misc
120,6,local
120,7,on-air
120,8,local
120,9,misc
120,10,news
120,11,on-air
120,12,news
120,13,business
120,14,front-page
120,15,local
120,16,on-air
121,0,misc
121,1,local
121,2,misc
121,3,local
121,4,misc
121,5,local
121,6,on-air
121,7,health
121,8,misc
122,0,misc
122,1,local
122,2,misc
122,3,local
122,4,misc
122,5,local
122,6,misc
122,7,local
122,8,misc
122,9,local
123,0,misc
123,1,on-air
123,2,local
123,3,misc
123,4,local
123,5,misc
123,6,local
123,7,news
123,8,weather
123,9,on-air
124,0,misc
124,1,front-page
124,2,on-air
124,3,misc
124,4,front-page
124,5,health
124,6,front-page
124,7,news
124,8,front-page
124,9,tech
124,10,front-page
124,11,news
124,12,front-page
124,13,news
125,0,misc
125,1,front-page
125,2,on-air
125,3,misc
125,4,opinion
125,5,front-page
125,6,on-air
125,7,front-page
125,8,misc
125,9,front-page
125,10,opinion
125,11,front-page
126,0,misc
126,1,local
126,2,on-air
126,3,news
126,4,msn-news
126,5,news
126,6,tech
126,7,msn-news
126,8,news
126,9,local
126,10,msn-sports
126,11,local
127,0,misc
127,1,local
127,2,misc
127,3,local
127,4,misc
127,5,local
127,6,news
127,7,front-page
127,8,news
127,9,misc
127,10,local
127,11,misc
127,12,local
127,13,news
128,0,misc
128,1,front-page
128,2,local
128,3,misc
128,4,local
128,5,misc
128,6,local
128,7,misc
128,8,local
128,9,misc
128,10,local
128,11,misc
128,12,local
129,0,misc
129,1,sports
129,2,misc
129,3,local
129,4,sports
129,5,misc
129,6,sports
129,7,misc
129,8,sports
129,9,local
129,10,sports
129,11,misc
130,0,misc
130,1,local
130,2,front-page
130,3,misc
130,4,local
130,5,front-page
130,6,local
130,7,front-page
130,8,local
130,9,front-page
130,10,local
130,11,misc
130,12,front-page
130,13,misc
130,14,local
130,15,front-page
130,16,local
130,17,misc
130,18,front-page
130,19,local
130,20,misc
130,21,local
130,22,front-page
130,23,local
130,24,front-page
130,25,misc
130,26,local
130,27,front-page
130,28,misc
130,29,local
130,30,front-page
130,31,local
130,32,front-page
130,33,local
130,34,front-page
131,0,misc
131,1,local
131,2,tech
131,3,local
131,4,on-air
131,5,local
131,6,misc
131,7,local
131,8,business
131,9,front-page
131,10,business
132,0,misc
132,1,local
132,2,misc
132,3,local
132,4,misc
132,5,news
132,6,local
132,7,misc
132,8,local
132,9,misc
132,10,local
132,11,misc
132,12,local
132,13,misc
132,14,local
132,15,misc
132,16,local
132,17,misc
132,18,local
132,19,misc
132,20,local
132,21,news
133,0,misc
133,1,local
133,2,misc
133,3,on-air
133,4,living
133,5,misc
133,6,local
133,7,opinion
133,8,on-air
134,0,misc
134,1,local
134,2,misc
134,3,local
134,4,misc
134,5,local
134,6,misc
134,7,local
134,8,misc
134,9,local
135,0,misc
135,1,front-page
135,2,summary
135,3,living
135,4,summary
135,5,tech
135,6,summary
135,7,front-page
135,8,misc
135,9,front-page
135,10,summary
135,11,business
135,12,summary
135,13,front-page
135,14,misc
135,15,front-page
135,16,summary
135,17,news
135,18,summary
135,19,living
135,20,summary
135,21,front-page
135,22,misc
135,23,front-page
135,24,summary
135,25,front-page
136,0,misc
136,1,local
136,2,front-page
136,3,news
136,4,misc
136,5,local
136,6,news
136,7,local
136,8,news
137,0,misc
137,1,front-page
137,2,misc
137,3,front-page
137,4,misc
137,5,front-page
137,6,misc
137,7,front-page
137,8,sports
137,9,front-page
138,0,misc
138,1,local
138,2,misc
138,3,local
138,4,news
138,5,local
138,6,on-air
138,7,misc
138,8,local
139,0,misc
139,1,front-page
139,2,living
139,3,front-page
139,4,living
139,5,front-page
139,6,travel
139,7,misc
139,8,news
140,0,misc
140,1,local
140,2,front-page
140,3,misc
140,4,news
140,5,front-page
140,6,local
140,7,front-page
140,8,on-air
141,0,misc
141,1,front-page
141,2,opinion
141,3,news
141,4,living
141,5,business
141,6,living
141,7,business
141,8,opinion
141,9,news
141,10,front-page
141,11,summary
141,12,front-page
141,13,news
142,0,misc
142,1,summary
142,2,local
142,3,front-page
142,4,misc
142,5,news
142,6,front-page
142,7,health
142,8,summary
142,9,living
142,10,summary
142,11,on-air
142,12,summary
142,13,on-air
142,14,summary
142,15,opinion
142,16,summary
142,17,news
142,18,summary
142,19,misc
142,20,summary
142,21,opinion
142,22,summary
143,0,misc
143,1,front-page
143,2,misc
143,3,front-page
143,4,misc
143,5,health
143,6,misc
143,7,health
143,8,front-page
144,0,misc
144,1,front-page
144,2,living
144,3,misc
144,4,front-page
144,5,misc
144,6,sports
144,7,misc
144,8,front-page
144,9,misc
144,10,front-page
144,11,business
144,12,misc
144,13,front-page
145,0,misc
145,1,front-page
145,2,summary
145,3,misc
145,4,local
145,5,misc
145,6,local
145,7,misc
145,8,local
145,9,summary
146,0,misc
146,1,on-air
146,2,misc
146,3,on-air
146,4,weather
146,5,news
146,6,weather
146,7,news
146,8,weather
147,0,misc
147,1,local
147,2,news
147,3,on-air
147,4,summary
147,5,local
147,6,misc
147,7,on-air
147,8,news
148,0,misc
148,1,front-page
148,2,living
148,3,sports
148,4,misc
148,5,front-page
148,6,misc
148,7,front-page
148,8,misc
149,0,misc
149,1,msn-news
149,2,weather
149,3,sports
149,4,msn-sports
149,5,front-page
149,6,misc
149,7,front-page
149,8,misc
