seq,count
696,35
697,25
698,23
699,33
700,21
701,19
702,21
703,19
704,29
705,23
706,25
707,25
708,21
709,47
710,107
711,71
712,65
713,29
714,43
715,21
716,35
717,37
718,21
719,29
720,19
721,21
722,19
723,23
724,23
725,29
726,41
727,21
728,45
729,19
730,19
731,19
732,45
733,37
734,19
735,23
736,19
737,25
738,29
739,41
740,27
741,133
742,21
743,75
744,23
745,21
746,25
747,25
748,19
749,33
750,25
751,35
752,39
753,27
754,33
755,19
756,19
757,19
758,31
759,31
760,27
761,173
762,21
763,21
764,25
765,23
766,25
767,29
768,31
769,19
770,19
771,41
772,31
773,29
774,21
775,23
776,23
777,23
778,95
779,21
780,37
781,23
782,29
783,95
784,19
785,19
786,51
787,19
788,19
789,31
790,53
791,21
792,25
793,47
794,23
795,47
796,45
797,21
798,19
799,21
800,21
801,19
802,27
803,27
804,21
805,33
806,25
807,49
808,65
809,43
810,25
811,25
812,19
813,37
814,23
815,31
816,33
817,59
818,31
819,49
820,23
821,21
822,45
823,63
824,21
825,33
826,19
827,33
828,29
829,29
830,19
831,19
832,35
833,19
834,29
835,21
836,25
837,21
838,19
839,19
840,23
841,21
842,21
843,19
844,43
845,39
846,23
847,23
848,19
849,21
850,31
851,19
852,99
853,19
854,19
855,49
856,21
857,37
858,23
859,23
860,41
861,21
862,21
863,21
864,23
865,31
866,19
867,23
868,23
869,19
870,27
871,21
872,19
873,69
874,25
875,23
876,23
877,21
878,25
879,35
880,19
881,37
882,21
883,41
884,27
885,21
886,189
887,19
888,23
889,19
890,21
891,23
892,35
893,67
894,19
895,21
896,25
897,23
898,19
899,29
900,59
901,19
902,23
903,19
904,19
905,19
906,25
907,23
908,19
909,45
910,19
911,25
912,31
913,25
914,31
915,23
916,21
917,19
918,19
919,29
920,19
921,19
922,19
923,21
924,25
925,21
926,43
927,41
928,19
929,31
930,19
931,39
932,19
933,29
934,45
935,25
936,27
937,25
938,31
939,51
940,29
941,21
942,19
943,21
944,19
945,53
946,25
947,21
948,23
949,19
950,21
951,35
952,19
953,19
954,21
955,19
956,21
957,35
958,19
959,21
960,19
961,29
962,25
963,21
964,19
965,19
966,27
967,23
968,77
969,31
970,29
971,33
972,27
973,43
974,19
975,29
976,21
977,21
978,23
979,19
980,25
981,21
982,25
983,29
984,31
985,19
986,35
987,23
988,19
989,25
990,23
991,27
992,19
993,47
994,25
995,21
996,43
997,19
998,41
999,21
1000,37
1001,23
1002,27
1003,21
1004,19
1005,35
1006,23
1007,23
1008,21
1009,25
1010,93
1011,29
1012,19
1013,23
1014,35
1015,73
1016,41
1017,19
1018,19
1019,19
1020,19
1021,19
1022,19
1023,23
1024,29
1025,19
1026,19
1027,21
1028,23
1029,19
1030,21
1031,21
1032,35
1033,19
1034,19
1035,31
1036,29
1037,21
1038,21
1039,39
1040,25
1041,19
1042,51
1043,37
1044,37
1045,21
1046,21
1047,27
1048,21
1049,21
1050,23
1051,21
1052,21
1053,23
1054,33
1055,21
1056,19
1057,27
1058,19
1059,25
1060,21
1061,45
1062,19
1063,25
1064,35
1065,47
1066,19
1067,23
1068,21
1069,23
1070,37
1071,19
1072,23
1073,25
1074,19
1075,35
1076,21
1077,23
1078,21
1079,21
1080,25
1081,25
1082,23
1083,21
1084,23
1085,35
1086,37
1087,37
1088,31
1089,27
1090,19
1091,35
1092,19
1093,25
1094,19
1095,21
1096,21
1097,21
1098,23
1099,19
1100,21
1101,19
1102,21
1103,21
1104,21
1105,31
1106,29
1107,31
1108,29
1109,21
1110,19
1111,53
1112,35
1113,19
1114,35
1115,41
1116,19
1117,39
1118,19
1119,25
1120,23
1121,19
1122,19
1123,21
1124,19
1125,43
1126,27
1127,27
1128,43
1129,27
1130,23
1131,25
1132,21
1133,21
1134,25
1135,19
1136,19
1137,19
1138,41
1139,21
1140,27
1141,49
1142,41
1143,25
1144,23
1145,21
1146,19
1147,33
1148,23
1149,21
1150,21
1151,23
